2.476801586700097744e+02 -1.010009915837288825e-06
2.804576849032324048e+02 -5.748319895107766250e-07
3.132352107196597331e+02 -3.647702561058333576e-07
3.460127365225378071e+02 -2.992406980900871575e-07
3.787902623136337752e+02 -2.156720011170789628e-07
4.115677880964022393e+02 -2.036908889476287089e-07
4.443453139017719877e+02 -1.524700525637272054e-07
4.771228396682787434e+02 -1.517349876513615942e-07
5.099003654882816932e+02 -1.180087601133244960e-07
5.426778912385619833e+02 -1.211478425670287661e-07
5.754554170731926206e+02 -9.661178056028541570e-08
6.082329428072641804e+02 -1.012447535976588326e-07
6.410104686565003931e+02 -8.224908029369505232e-08
6.737879943743778313e+02 -8.744649436022222083e-08
7.065655202382247353e+02 -7.210663375486965194e-08
7.393430459674239046e+02 -7.430141132953928654e-08
7.721205718183474573e+02 -6.469465437705091976e-08
8.048980975622358756e+02 -6.406045700399848122e-08
8.376756233968834522e+02 -5.915063774676907975e-08
8.704531491554434979e+02 -5.616205505306970903e-08
9.032306749738203280e+02 -5.494066193824369491e-08
9.360082007470518874e+02 -4.996710772381609447e-08
9.687857265491738872e+02 -5.171650283178213149e-08
1.001563252337067979e+03 -4.504955920983698554e-08
1.034340778122936626e+03 -4.897688093212355165e-08
1.067118303925474720e+03 -4.111443363800878306e-08
1.099895829695120483e+03 -4.500077874807932487e-08
1.132673355512291892e+03 -3.795104526770959829e-08
1.165450881265708858e+03 -4.177536788927917513e-08
1.198228407097501986e+03 -3.540489052114155017e-08
1.231005932834704709e+03 -3.915520604191492417e-08
1.263783458681116372e+03 -3.336008687854770462e-08
1.296560984402115764e+03 -3.703010000625804501e-08
1.329338510263140734e+03 -3.172801911827753742e-08
1.362116035989496140e+03 -3.418322157926901446e-08
1.394893561843571661e+03 -3.043977056598443030e-08
1.427671087584610632e+03 -3.133890450002478026e-08
1.460448613422403696e+03 -2.944092359960940285e-08
1.493226139178131916e+03 -2.893728712044205840e-08
1.526003664999653665e+03 -2.868795176428635766e-08
1.558781190770049989e+03 -2.691347125323008043e-08
1.591558716575318613e+03 -2.814561496477044958e-08
1.624336242360373035e+03 -2.521462687434102910e-08
1.657113768149390353e+03 -2.778508629230200546e-08
1.689891293949094006e+03 -2.379732197859462842e-08
1.722668819721872751e+03 -2.644307261059076786e-08
1.755446345536213585e+03 -2.262551280919025499e-08
1.788223871292766262e+03 -2.524400120740941208e-08
1.821001397121739501e+03 -2.166903919476071039e-08
1.853778922862079071e+03 -2.425809271781327428e-08
1.886556448705667663e+03 -2.090247729504680190e-08
1.919333974429808222e+03 -2.346066374787634807e-08
1.952111500288011257e+03 -2.030423807806785116e-08
1.984889026011531541e+03 -2.230043375146934703e-08
2.017666551868759825e+03 -1.985587175697942963e-08
2.050444077606966403e+03 -2.082519396571284596e-08
2.083221603447912003e+03 -1.954151623390504327e-08
2.115999129200800780e+03 -1.955322931724911303e-08
2.148776655025465516e+03 -1.934746509748721604e-08
2.181554180793026262e+03 -1.846413296022366547e-08
2.214331706601435599e+03 -1.926180838439207047e-08
2.247109232383647850e+03 -1.754013267977629877e-08
2.279886758175800423e+03 -1.927414413516781438e-08
2.312664283972674184e+03 -1.676567532261568384e-08
2.345441809748589549e+03 -1.873786380413571946e-08
2.378219335560103445e+03 -1.612709353635602170e-08
2.410996861319792970e+03 -1.809190554838104837e-08
2.443774387145935179e+03 -1.561232861875252856e-08
2.476551912889408868e+03 -1.756836183404744395e-08
2.509329438730176207e+03 -1.521069913139284235e-08
2.542106964457447702e+03 -1.715682384828981762e-08
2.574884490312820617e+03 -1.491271346149907915e-08
2.607662016033492819e+03 -1.660622560459290287e-08
2.640439541893866590e+03 -1.470990071175418735e-08
2.673217067629228040e+03 -1.564136698694969597e-08
2.705994593473320037e+03 -1.459468703857092620e-08
2.738772119223367099e+03 -1.480312347264635965e-08
2.771549645051191419e+03 -1.456027112097990073e-08
2.804327170815912723e+03 -1.408181905151458030e-08
2.837104696627458907e+03 -1.460053422072881852e-08
2.869882222406842175e+03 -1.346873085338164249e-08
2.902659748202137962e+03 -1.470995505446289791e-08
2.935437273996175918e+03 -1.295598143073041426e-08
