0.410000 0.168919 0.023087 0.000533
0.420000 0.167786 0.015471 0.000239
0.430000 0.166241 0.023220 0.000539
0.440000 0.185071 0.037398 0.001399
0.450000 0.174514 0.020519 0.000421
0.460000 0.168047 0.020881 0.000436
0.470000 0.174577 0.017160 0.000294
0.480000 0.195160 0.012833 0.000165
0.490000 0.189580 0.018750 0.000352
0.500000 0.195894 0.054785 0.003001
0.505000 0.162445 0.015471 0.000239
0.506000 0.177018 0.019585 0.000384
0.510000 0.165756 0.045949 0.002111
0.520000 0.174009 0.026442 0.000699
0.530000 0.201832 0.046707 0.002182
0.540000 0.172172 0.024314 0.000591
0.550000 0.184677 0.036439 0.001328
0.560000 0.195933 0.034213 0.001171
0.570000 0.194263 0.034912 0.001219
0.580000 0.207311 0.057986 0.003362
0.590000 0.276652 0.159847 0.025551
0.600000 0.204918 0.047770 0.002282
0.605000 0.212855 0.042638 0.001818
0.610000 0.237757 0.073047 0.005336
0.620000 0.324602 0.188591 0.035567
0.630000 0.288597 0.104494 0.010919
0.640000 0.277097 0.140657 0.019784
0.650000 0.318815 0.093753 0.008790
0.660000 0.444718 0.241741 0.058439
0.670000 0.404471 0.228375 0.052155
0.680000 0.555847 0.230902 0.053316
0.681000 0.577133 0.214533 0.046024
0.682000 0.462775 0.249346 0.062173
0.683000 0.742303 0.240364 0.057775
0.684000 0.525146 0.247775 0.061392
0.685000 0.580546 0.220157 0.048469
0.686000 0.601767 0.282231 0.079654
0.687000 0.569817 0.271823 0.073887
0.688000 0.827666 0.234235 0.054866
0.689000 0.439441 0.155453 0.024166
0.690000 0.539889 0.245185 0.060116
0.691000 0.748714 0.265550 0.070517
0.692000 0.637246 0.248545 0.061774
0.693000 0.756175 0.177134 0.031377
0.694000 0.744104 0.215638 0.046500
0.695000 0.659198 0.137558 0.018922
0.696000 0.613831 0.156523 0.024499
0.697000 0.844107 0.109192 0.011923
0.698000 0.711822 0.161016 0.025926
0.699000 0.784205 0.084375 0.007119
0.700000 0.830867 0.095056 0.009036
0.701000 0.843443 0.099505 0.009901
0.702000 0.880590 0.094143 0.008863
0.703000 0.883197 0.095966 0.009209
0.704000 0.918736 0.080165 0.006426
0.705000 0.889218 0.097186 0.009445
0.706000 0.927155 0.075251 0.005663
0.707000 0.860168 0.103420 0.010696
0.708000 0.827225 0.098233 0.009650
0.709000 0.863623 0.105008 0.011027
0.710000 0.891442 0.102932 0.010595
0.711000 0.868559 0.109410 0.011971
0.712000 0.867377 0.108139 0.011694
0.713000 0.904640 0.102823 0.010573
0.714000 0.905707 0.103520 0.010716
0.715000 0.820710 0.116242 0.013512
0.716000 0.945515 0.083260 0.006932
0.717000 0.947345 0.084103 0.007073
0.718000 0.872062 0.112743 0.012711
0.719000 0.835570 0.107811 0.011623
0.720000 0.920630 0.122109 0.014911
0.721000 0.988570 0.000490 0.000000
0.722000 0.873819 0.114472 0.013104
0.723000 0.950664 0.085577 0.007323
0.724000 0.874262 0.114913 0.013205
0.725000 0.912300 0.108153 0.011697
0.726000 0.835775 0.108082 0.011682
0.727000 0.835734 0.108025 0.011669
0.728000 0.873963 0.114614 0.013136
0.729000 0.873985 0.114636 0.013141
0.730000 0.902638 0.110991 0.012319
0.740000 0.890349 0.113448 0.012871
0.750000 0.890349 0.113448 0.012871
0.760000 0.857599 0.113448 0.012871
0.770000 0.857599 0.113448 0.012871
0.780000 0.857599 0.113448 0.012871
0.790000 0.873974 0.114624 0.013139
0.800000 0.873974 0.114624 0.013139
0.810000 0.890349 0.113448 0.012871
0.820000 0.857599 0.113448 0.012871
0.830000 0.890349 0.113448 0.012871
0.840000 0.841224 0.109846 0.012066
0.850000 0.857599 0.113448 0.012871
0.860000 0.792099 0.080220 0.006435
0.870000 0.841224 0.109846 0.012066
0.880000 0.873974 0.114624 0.013139
0.890000 0.857599 0.113448 0.012871
0.900000 0.955848 0.080220 0.006435
0.910000 0.805199 0.091699 0.008409
0.920000 0.797457 0.098276 0.009658
0.930000 0.851049 0.112308 0.012613
0.940000 0.866231 0.124311 0.015453
0.950000 0.942748 0.091699 0.008409
0.960000 0.843306 0.120717 0.014573
0.970000 0.828124 0.105055 0.011036
0.980000 0.820382 0.112432 0.012641
0.990000 0.812639 0.118851 0.014126
1.000000 0.858489 0.132845 0.017648
1.010000 0.782274 0.068774 0.004730
1.020000 0.919823 0.105055 0.011036
1.030000 0.942748 0.091699 0.008409
1.040000 0.843306 0.120717 0.014573
1.050000 0.957930 0.092002 0.008464
1.060000 0.820382 0.112432 0.012641
1.070000 0.828124 0.105055 0.011036
1.080000 0.866231 0.124311 0.015453
1.090000 0.812639 0.118851 0.014126
1.100000 0.759047 0.083987 0.007054
1.110000 0.828124 0.105055 0.011036
1.120000 0.766789 0.079994 0.006399
1.130000 0.805199 0.091699 0.008409
1.140000 0.866231 0.124311 0.015453
1.150000 0.835564 0.128110 0.016412
1.160000 0.797154 0.129364 0.016735
1.170000 0.835564 0.128110 0.016412
1.180000 0.843306 0.120717 0.014573
1.190000 0.789714 0.103865 0.010788
1.200000 0.759047 0.083987 0.007054
