0.410000 0.198923 0.081748 0.006683
0.415000 0.139970 0.036109 0.001304
0.420000 0.152681 0.054972 0.003022
0.425000 0.152748 0.027062 0.000732
0.430000 0.199652 0.073144 0.005350
0.435000 0.185906 0.033079 0.001094
0.440000 0.225771 0.101323 0.010266
0.445000 0.205504 0.107341 0.011522
0.450000 0.224420 0.079591 0.006335
0.455000 0.273438 0.137384 0.018874
0.460000 0.299507 0.128605 0.016539
0.465000 0.221098 0.046213 0.002136
0.470000 0.256508 0.109188 0.011922
0.475000 0.295944 0.091599 0.008390
0.480000 0.283196 0.160624 0.025800
0.485000 0.286149 0.088050 0.007753
0.490000 0.415638 0.205872 0.042383
0.491000 0.523903 0.238707 0.056981
0.492000 0.376029 0.196851 0.038750
0.493000 0.500493 0.216710 0.046963
0.494000 0.545104 0.256136 0.065606
0.495000 0.604949 0.257330 0.066219
0.496000 0.487814 0.276387 0.076390
0.497000 0.555259 0.234564 0.055020
0.498000 0.492523 0.295832 0.087517
0.499000 0.691541 0.203551 0.041433
0.500000 0.709998 0.246198 0.060613
0.501000 0.851221 0.103223 0.010655
0.502000 0.891549 0.049961 0.002496
0.503000 0.916979 0.004529 0.000021
0.504000 0.898878 0.046613 0.002173
0.505000 0.878007 0.076057 0.005785
0.506000 0.871753 0.075428 0.005689
0.507000 0.883081 0.060316 0.003638
0.508000 0.870786 0.102093 0.010423
0.509000 0.847804 0.095730 0.009164
0.510000 0.857723 0.085411 0.007295
0.511000 0.826687 0.094109 0.008857
0.512000 0.874548 0.069659 0.004852
0.513000 0.831850 0.109326 0.011952
0.514000 0.838922 0.099885 0.009977
0.515000 0.878456 0.061533 0.003786
0.516000 0.916048 0.002346 0.000006
0.517000 0.861600 0.069244 0.004795
0.518000 0.915543 0.002091 0.000004
0.519000 0.848801 0.088064 0.007755
0.520000 0.842268 0.099878 0.009976
0.525000 0.857004 0.100636 0.010128
0.530000 0.876208 0.083243 0.006929
0.535000 0.817231 0.107367 0.011528
0.540000 0.874933 0.061974 0.003841
0.545000 0.881708 0.058567 0.003430
0.550000 0.874498 0.057770 0.003337
0.555000 0.826179 0.094469 0.008924
0.560000 0.863348 0.080232 0.006437
0.565000 0.868079 0.082189 0.006755
0.570000 0.847759 0.078513 0.006164
0.575000 0.856231 0.060445 0.003654
0.580000 0.762786 0.080432 0.006469
0.585000 0.799126 0.116411 0.013552
0.590000 0.727753 0.087676 0.007687
0.595000 0.808290 0.062672 0.003928
0.600000 0.796459 0.091566 0.008384
0.605000 0.792864 0.122963 0.015120
